Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
317,"RMS Santos, CG Mendes, GY Sen Bressani…","The associations between screen time and mental health in adolescents: a systematic review",2023,"BMC psychology","Springer","https://link.springer.com/article/10.1186/s40359-023-01166-7?trk=public_post_comment-text&utm_source=chatgpt.com","https://scholar.google.com/scholar?cites=16541177161216214906&as_sdt=2005&sciodt=2007&hl=en",149,"2026-04-01 00:54:51","HTML","10.1186/s40359-023-01166-7","",,,,,,317,105.67,79,4,3,"… done to understand the association between screen time and adolescent’s mental health. … the smartphone and the use on weekdays was associated with diminished mental well-being. …","https://link.springer.com/article/10.1186/s40359-023-01166-7?trk=public_post_comment-text&utm_source=chatgpt.com","https://scholar.google.com/scholar?q=related:escYPf0QjuUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
37,"M Azam, A Ali, J Mattiullah…","Physical activity, sports participation, and smartphone addiction in adolescent students: A systematic review",2020,"Journal of Evidence …","jebp.psychotherapy.ro","http://jebp.psychotherapy.ro/wp-content/uploads/2022/01/JEBP-FR-180966-PUBLISHED.pdf","https://scholar.google.com/scholar?cites=7766960334276542973&as_sdt=2005&sciodt=2007&hl=en",150,"2026-04-01 00:54:51","PDF","","",,,,,,37,6.17,9,4,6,"… institutions that may help preventing adolescent students from smartphone addiction. … are related to a higher risk of smartphone addiction (ie, anxiety, depression, low self-esteem and …","http://jebp.psychotherapy.ro/wp-content/uploads/2022/01/JEBP-FR-180966-PUBLISHED.pdf","https://scholar.google.com/scholar?q=related:_UEa3UXJyWsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
53,"P Wang, L Lei","How does problematic smartphone use impair adolescent self-esteem? A moderated mediation analysis",2021,"Current Psychology","Springer","https://link.springer.com/article/10.1007/s12144-019-00232-x","https://scholar.google.com/scholar?cites=5359502972717487682&as_sdt=2005&sciodt=2007&hl=en",151,"2026-04-01 00:54:51","","10.1007/s12144-019-00232-x","",,,,,,53,10.60,27,2,5,"… Although this may focus on exploring the influence of problematic smartphone use on adolescent well-being. However, this can also limit the generalization of the findings. For example, …","","https://scholar.google.com/scholar?q=related:QtZ5zY7HYEoJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
4,"MDF Ahmed, M Shahariar, FI Shila, JR Banik…","Assessing the relationships between Nomophobia, psychological well-being, and insomnia in Bangladeshi youth",2025,"Journal of Public …","Springer","https://link.springer.com/article/10.1007/s10389-025-02508-y","https://scholar.google.com/scholar?cites=10237968734000199229&as_sdt=2005&sciodt=2007&hl=en",152,"2026-04-01 00:54:51","","10.1007/s10389-025-02508-y","",,,,,,4,4.00,1,5,1,"… psychological well-being and sleep among Bangladeshi youth, emphasizing the need for public health interventions. Strategies such as a reduction in smartphone usage, mental health …","","https://scholar.google.com/scholar?q=related:PTajC1KSFI4J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
68,"Q Gao, E Fu, Y Xiang, G Jia, S Wu","Self-esteem and addictive smartphone use: The mediator role of anxiety and the moderator role of self-control",2021,"Children and Youth Services Review","Elsevier","https://www.sciencedirect.com/science/article/pii/S0190740921000694","https://scholar.google.com/scholar?cites=7458089028256521941&as_sdt=2005&sciodt=2007&hl=en",153,"2026-04-01 00:54:51","","","",,,,,,68,13.60,14,5,5,"… anxiety, which is related to less addictive smartphone use. Moreover, the protective effect of self-esteem against anxiety … would not prevent addictive smartphone use in all adolescents. …","","https://scholar.google.com/scholar?q=related:1d534HR0gGcJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
16,"RFS Ramos, A Scatena, HS Kim, WA de Oliveira…","Brazilian digital warriors: Unraveling the nexus of adolescent cyber aggressors, problematic internet &smartphone use, emotional struggles, and parental mediation",2025,"Trends in …","Springer","https://link.springer.com/article/10.1007/s43076-023-00338-z","https://scholar.google.com/scholar?cites=1822097016697164013&as_sdt=2005&sciodt=2007&hl=en",154,"2026-04-01 00:54:51","","10.1007/s43076-023-00338-z","",,,,,,16,16.00,3,5,1,"… Regarding emotional problems, particularly depression, our findings align with previous research indicating that CBAs experience significant emotional distress (Geng &Lei, 2021; Hu …","","https://scholar.google.com/scholar?q=related:7ZCIMpVjSRkJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
343,"SG Kim, J Park, HT Kim, Z Pan, Y Lee…","The relationship between smartphone addiction and symptoms of depression, anxiety, and attention-deficit/hyperactivity in South Korean adolescents",2019,"Annals of general …","Springer","https://link.springer.com/article/10.1186/s12991-019-0224-8","https://scholar.google.com/scholar?cites=5037437873292015908&as_sdt=2005&sciodt=2007&hl=en",155,"2026-04-01 00:54:51","HTML","10.1186/s12991-019-0224-8","",,,,,,343,49.00,57,6,7,"… To our knowledge, this is the first large-scale epidemiological study investigating the relationship between ADHD symptoms and smartphone addiction in the adolescent population. …","https://link.springer.com/article/10.1186/s12991-019-0224-8","https://scholar.google.com/scholar?q=related:JHmrZw6T6EUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
113,"AR Wasil, S Gillespie, R Patel, A Petre…","Reassessing evidence-based content in popular smartphone apps for depression and anxiety: Developing and applying user-adjusted analyses.",2020,"Journal of Consulting …","psycnet.apa.org","https://psycnet.apa.org/fulltext/2020-65097-001.html","https://scholar.google.com/scholar?cites=17133420806168333722&as_sdt=2005&sciodt=2007&hl=en",156,"2026-04-01 00:54:51","","","",,,,,,113,18.83,23,5,6,"… based content within smartphone apps for depression and anxiety by developing and … youth psychotherapy that these authors surveyed. Next, to supplement elements identified in youth …","https://osf.io/preprints/psyarxiv/y4fkp","https://scholar.google.com/scholar?q=related:mk3zSnIjxu0J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
44,"YS Lee, JH Joo, J Shin, CM Nam, EC Park","Association between smartphone overdependence and generalized anxiety disorder among Korean adolescents",2023,"Journal of affective disorders","Elsevier","https://www.sciencedirect.com/science/article/pii/S0165032722012095","https://scholar.google.com/scholar?cites=9741879614494372965&as_sdt=2005&sciodt=2007&hl=en",157,"2026-04-01 00:54:51","HTML","","",,,,,,44,14.67,9,5,3,"… Youth … anxiety disorder increased when smartphone has negatively affected relationships with friends and colleagues (OR: 2.35, 95 % CI 2.08–2.64). The sensitivity of smartphone …","https://www.sciencedirect.com/science/article/pii/S0165032722012095","https://scholar.google.com/scholar?q=related:ZXSOCuUbMocJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
45,"J Liu, Q Chen, J Dang","Examining risk factors related to digital learning and social isolation: Youth visual acuity in COVID-19 pandemic",2021,"Journal of global health","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC8397325/","https://scholar.google.com/scholar?cites=15279381773169147770&as_sdt=2005&sciodt=2007&hl=en",158,"2026-04-01 00:54:51","HTML","","",,,,,,45,9.00,15,3,5,"… psychosocial stress due to social isolation are likely to pose adverse risks for youth visual health … stress, and myopia symptoms among Chinese youth during the COVID-19 pandemic. …","https://pmc.ncbi.nlm.nih.gov/articles/PMC8397325/","https://scholar.google.com/scholar?q=related:ej9T4cREC9QJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
77,"G Catone, VP Senese, S Pisano, M Siciliano…","… Technologies: Interplay and psychopathological risk of nomophobia and cyber-bullying, results from the bullying and youth mental health Naples study (BYMHNS)",2020,"Computers in human …","Elsevier","https://www.sciencedirect.com/science/article/pii/S074756322030248X","https://scholar.google.com/scholar?cites=14079201039727442342&as_sdt=2005&sciodt=2007&hl=en",159,"2026-04-01 00:54:51","","","",,,,,,77,12.83,15,5,6,"Nomophobia and cyber-bullying are of particular interest for their intrinsic interplay. This study aims to describe the association between the two phenomena. The data presented in this …","","https://scholar.google.com/scholar?q=related:prlDNsBeY8MJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
26,"C Giordano, GL Coco, L Salerno, M Di Blasi","The role of emotion dysregulation in adolescents' problematic smartphone use: A study on adolescent/parents triads",2021,"Computers in Human …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563220303794","https://scholar.google.com/scholar?cites=10426714840538378862&as_sdt=2005&sciodt=2007&hl=en",160,"2026-04-01 00:54:51","","","",,,,,,26,5.20,7,4,5,"The pervasive use of mobile phones among adolescents has led researchers to evaluate the role of parental characteristics in connection with their children's problematic smartphone …","https://www.researchgate.net/profile/Marie-Di-Blasi/publication/346019335_The_role_of_emotion_dysregulation_in_adolescents'_problematic_smartphone_use_A_study_on_adolescentparents_triads/links/5fb6448592851c933f3d7785/The-role-of-emotion-dysregulation-in-adolescents-problematic-smartphone-use-A-study-on-adolescent-parents-triads.pdf","https://scholar.google.com/scholar?q=related:bnKVhOchs5AJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
10,"RP Auerbach, PA Bloom, D Pagliaccio, R Lan…","Using smartphone GPS data to detect the risk of adolescent suicidal thoughts and behaviors",2025,"JAMA Network …","jamanetwork.com","https://jamanetwork.com/journals/jamanetworkopen/article-abstract/2829550","https://scholar.google.com/scholar?cites=16063323018855261816&as_sdt=2005&sciodt=2007&hl=en",161,"2026-04-01 00:54:51","","","",,,,,,10,10.00,2,5,1,"… Given prior work in depression, 11 -13 we hypothesized that greater homestay as well as reduced entropy and distance traveled on a given week would be associated with next-week …","https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2829550","https://scholar.google.com/scholar?q=related:eCY5sy1j7N4J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
10,"WJ Chou, RC Hsiao, CF Yen","Parental efficacy in managing smartphone use of adolescents with attention-deficit/hyperactivity disorder: Parental and adolescent related factors",2022,"International Journal of Environmental …","mdpi.com","https://www.mdpi.com/1660-4601/19/15/9505","https://scholar.google.com/scholar?cites=925437830853726962&as_sdt=2005&sciodt=2007&hl=en",162,"2026-04-01 00:54:51","HTML","","",,,,,,10,2.50,3,3,4,"… We hypothesized that more severe adolescent problematic smartphone use, adolescent ADHD and ODD symptoms and parental depression, and greater overprotective parenting style …","https://www.mdpi.com/1660-4601/19/15/9505","https://scholar.google.com/scholar?q=related:8pK-0c3Q1wwJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
20,"Q Li, Z Liu","Parental psychological control and adolescent smartphone addiction: roles of reactance and resilience",2025,"BMC psychology","Springer","https://link.springer.com/article/10.1186/s40359-025-02477-7","https://scholar.google.com/scholar?cites=6019427016615351999&as_sdt=2005&sciodt=2007&hl=en",163,"2026-04-01 00:54:51","HTML","10.1186/s40359-025-02477-7","",,,,,,20,20.00,10,2,1,"… a moderating factor in the relationship between parental psychological control and problematic smartphone use, based on the diathesis-stress model and cognitive model of resilience. …","https://link.springer.com/article/10.1186/s40359-025-02477-7","https://scholar.google.com/scholar?q=related:v1a_tPpMiVMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
4,"V Capraro, L Globig, Z Rausch, S Rathje, AS Wormley…","A collective review on some potential negative impacts of smartphone and social media use on adolescent mental health: Results from a Delphi process",2025,"","europepmc.org","https://europepmc.org/article/ppr/ppr1021377","https://scholar.google.com/scholar?cites=5410335717524230517&as_sdt=2005&sciodt=2007&hl=en",164,"2026-04-01 00:54:51","","","",,,,,,4,4.00,1,6,1,"… mental health is highly fragmented. To synthesize the evidence, we convened over 120 … : Adolescent mental health has declined in several Western countries; heavy smartphone and …","","https://scholar.google.com/scholar?q=related:ddGjfqtfFUsJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
6,"M Li, J Patel, TR Katapally","Towards ethical surveillance of smartphone use among youth: exploratory digital citizen science approaches shaping the understanding of ubiquitous technology use",2025,"Technology in Society","Elsevier","https://www.sciencedirect.com/science/article/pii/S0160791X25002027","https://scholar.google.com/scholar?cites=15425215486452629596&as_sdt=2005&sciodt=2007&hl=en",165,"2026-04-01 00:54:51","","","",,,,,,6,6.00,2,3,1,"… accurately capture smartphone use. This … smartphone use among youth and investigate differences between retrospective and objective measurements. Youth self-reported smartphone …","","https://scholar.google.com/scholar?q=related:XADdNcJfEdYJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
2074,"M Samaha, NS Hawi","Relationships among smartphone addiction, stress, academic performance, and satisfaction with life",2016,"Computers in human behavior","Elsevier","https://www.sciencedirect.com/science/article/pii/S0747563215303162","https://scholar.google.com/scholar?cites=1401374507397718446&as_sdt=2005&sciodt=2007&hl=en",166,"2026-04-01 00:54:51","","","",,,,,,2074,207.40,1037,2,10,"… First, we sought to explore the relationship between smartphone addiction risk and perceived stress, which influences satisfaction with life. Then, we also sought to explore the …","https://mariannefrontinomccreightportfolio.wordpress.com/wp-content/uploads/2016/10/satisfaction-with-life_2016_computers-in-human-behavior.pdf","https://scholar.google.com/scholar?q=related:rqG6jrCuchMJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
46,"EY Doo, JH Kim","Parental smartphone addiction and adolescent smartphone addiction by negative parenting attitude and adolescent aggression: A cross-sectional study",2022,"Frontiers in public health","frontiersin.org","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.981245/full","https://scholar.google.com/scholar?cites=2980930346063343532&as_sdt=2005&sciodt=2007&hl=en",167,"2026-04-01 00:54:51","HTML","10.3389/fpubh.2022.981245","",,,,,,46,11.50,23,2,4,"Frontiers | Parental smartphone addiction and adolescent smartphone addiction by negative parenting attitude and adolescent aggression: A cross-sectional study Frontiers in Public …","https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2022.981245/full","https://scholar.google.com/scholar?q=related:rK9JKVtkXikJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
3,"SK Sieberts, AM Burn, EG Carey…","Targeted recruitment and the role of choice in the engagement of youth in a randomised smartphone-based mental health study in India, South Africa, and the …",2023,"Wellcome Open …","wellcomeopenresearch.org","https://wellcomeopenresearch.org/articles/8-334","https://scholar.google.com/scholar?cites=17164186840824509435&as_sdt=2005&sciodt=2007&hl=en",168,"2026-04-01 00:54:51","HTML","","",,,,,,3,1.00,1,4,3,"… to anxiety or depression in 16–24-year-olds. … in a smartphone-based study of mental health. In addition to observing differences by country, reported lived experience with mental health …","https://wellcomeopenresearch.org/articles/8-334","https://scholar.google.com/scholar?q=related:-3PH8f1wM-4J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
378,"E Neophytou, LA Manwell, R Eikelboom","Effects of excessive screen time on neurodevelopment, learning, memory, mental health, and neurodegeneration: A scoping review",2021,"… Journal of Mental Health and …","Springer","https://link.springer.com/article/10.1007/S11469-019-00182-2","https://scholar.google.com/scholar?cites=5018169625404540090&as_sdt=2005&sciodt=2007&hl=en",169,"2026-04-01 00:54:51","","10.1007/S11469-019-00182-2","",,,,,,378,75.60,126,3,5,"… the relationships between smartphone use and (i) neurodevelopment, (ii) mental health, (iii) … explored adolescent (11–17 years old) and young adult (18–25 years old) populations. …","https://www.researchgate.net/profile/Eliana-Neophytou/publication/337961200_Effects_of_Excessive_Screen_Time_on_Neurodevelopment_Learning_Memory_Mental_Health_and_Neurodegeneration_a_Scoping_Review/links/5e6085b0a6fdccbeba1c9934/Effects-of-Excessive-Screen-Time-on-Neurodevelopment-Learning-Memory-Mental-Health-and-Neurodegeneration-a-Scoping-Review.pdf?trk=public_post_comment-text","https://scholar.google.com/scholar?q=related:uoTk2K8epEUJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
7,"J Firth, M Solmi, J Löchner, S Cortese…","Promoting healthy digital device usage: recommendations for youth and parents",2025,"World …","pmc.ncbi.nlm.nih.gov","https://pmc.ncbi.nlm.nih.gov/articles/PMC11733428/","https://scholar.google.com/scholar?cites=17166543095247592415&as_sdt=2005&sciodt=2007&hl=en",170,"2026-04-01 00:54:51","HTML","","",,,,,,7,7.00,1,5,1,"… not the primary determinant of mental health outcomes 1 , 2 . … is a lack of consensus on how youth can improve the “quality” of … across child and adolescent mental health, social media …","https://pmc.ncbi.nlm.nih.gov/articles/PMC11733428/","https://scholar.google.com/scholar?q=related:39uqLf7PO-4J:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
21,"G Lo Coco, L Salerno, C Giordano, M Di Blasi…","Understanding the smartphone generation: is problematic smartphone use associated with low body esteem among adolescent girls and boys?",2022,"Current …","Springer","https://link.springer.com/article/10.1007/s12144-020-00847-5","https://scholar.google.com/scholar?cites=18218415851284370196&as_sdt=2005&sciodt=2007&hl=en",171,"2026-04-01 00:54:51","","10.1007/s12144-020-00847-5","",,,,,,21,5.25,4,5,4,"… smartphone use and psychological distress, … smartphone use in adolescent boys and girls is associated with low appearance and weight esteem, and that targeting smartphone use in …","https://www.academia.edu/download/95916221/s12144-020-00847-520221217-1-1wpiv6o.pdf","https://scholar.google.com/scholar?q=related:FJMmArHQ1PwJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
89,"L Marciano, CC Driver, PJ Schulz, AL Camerini","Dynamics of adolescents' smartphone use and well-being are positive but ephemeral",2022,"Scientific reports","nature.com","https://www.nature.com/articles/s41598-022-05291-y","https://scholar.google.com/scholar?cites=17436957208871726407&as_sdt=2005&sciodt=2007&hl=en",172,"2026-04-01 00:54:51","HTML","","",,,,,,89,22.25,22,4,4,"… well-being and trace data of smartphone use collected for 45 consecutive days in 82 adolescent … and individual dynamics of well-being and smartphone use. Hierarchical Bayesian …","https://www.nature.com/articles/s41598-022-05291-y","https://scholar.google.com/scholar?q=related:R218TjKE_PEJ:scholar.google.com/&scioq=%22digital+device*%22%7Csmartphone*%7C%22mobile+phone*%22%7C%22screen+time%22%7C%22social+media%22%7C%22internet+use%22%7C%22digital+technolog*%22%7C%22online+activity%22+%22mental+health%22%7Cwellbeing%7C%22well+being%22%7Cdepression%7Canxiety%7Cstress%7C%22psychological+distress%22%7C%22mental+disorder*%22+%22young+adult*%22%7Cyouth%7C%22college+student*%22%7C%22university+student*%22%7Cadolescent*&hl=en&as_sdt=2007"
